METHOD;N;K;TIME;RMSE;n;nu_1;nu_2;theta_1;theta_2
NcoK KM+;1000;5;72.03874731063843;0.1695220612565654;5000;0.5;2.5;4;5.0
coKNN;500;10;5.447055578231812;0.1699563867094568;5000;0.5;2.5;4;5.0
NcoK KM;500;10;41.57982516288757;0.1701587184946124;5000;0.5;2.5;4;5.0
NcoK KM+;500;10;41.28964757919312;0.1686360439878575;5000;0.5;2.5;4;5.0
coKNN;100;50;0.7630603313446045;0.1698827165667732;5000;0.5;2.5;4;5.0
NcoK KM;100;50;42.504743576049805;0.1762680391840659;5000;0.5;2.5;4;5.0
NcoK KM+;100;50;42.48129677772522;0.1719219714115986;5000;0.5;2.5;4;5.0
coKNN;10;500;0.1198763847351074;0.1741694837765919;5000;0.5;2.5;4;5.0
NcoK KM;10;500;85.56515526771545;0.1774794601217033;5000;0.5;2.5;4;5.0
NcoK KM+;10;500;86.53192973136902;0.1712218804152658;5000;0.5;2.5;4;5.0
coKNN;5;1000;0.0789117813110351;0.1822539616000826;5000;0.5;2.5;4;5.0
NcoK KM;5;1000;189.8299102783203;0.1755896369271415;5000;0.5;2.5;4;5.0
NcoK KM+;5;1000;189.90381503105164;0.1791907287152408;5000;0.5;2.5;4;5.0
coK;5000;1;4.318521738052368;0.1699432399098549;5000;0.5;2.5;4;5.0
coKNN;1000;5;22.699631452560425;0.1686391492837895;5000;0.5;2.5;4;5.0
NcoK KM;1000;5;71.00149512290955;0.1698061315694723;5000;0.5;2.5;4;5.0
NcoK KM+;1000;5;71.74624156951904;0.1676431357626973;5000;0.5;2.5;4;5.0
coKNN;500;10;5.23511528968811;0.1686339768422191;5000;0.5;2.5;4;5.0
NcoK KM;500;10;40.13546133041382;0.1671377965733452;5000;0.5;2.5;4;5.0
NcoK KM+;500;10;39.84579157829285;0.1653790365677473;5000;0.5;2.5;4;5.0
coKNN;100;50;0.7617611885070801;0.1686045230346556;5000;0.5;2.5;4;5.0
NcoK KM;100;50;41.29747247695923;0.1702217047985426;5000;0.5;2.5;4;5.0
NcoK KM+;100;50;42.988516330718994;0.1735381062985021;5000;0.5;2.5;4;5.0
coKNN;10;500;0.1116683483123779;0.1732735731837926;5000;0.5;2.5;4;5.0
NcoK KM;10;500;87.09887504577637;0.1737269706113099;5000;0.5;2.5;4;5.0
NcoK KM+;10;500;85.90002274513245;0.1709474390760657;5000;0.5;2.5;4;5.0
coKNN;5;1000;0.0861701965332031;0.1786142032290384;5000;0.5;2.5;4;5.0
NcoK KM;5;1000;190.12486004829407;0.1707704463294974;5000;0.5;2.5;4;5.0
NcoK KM+;5;1000;190.15983629226685;0.177020707260845;5000;0.5;2.5;4;5.0
coK;5000;1;4.7804248332977295;0.1686327261605737;5000;0.5;2.5;4;5.0
coKNN;1000;5;24.398797512054443;0.1779849571239328;5000;0.5;2.5;4;5.0
NcoK KM;1000;5;77.901691198349;0.1814159325545441;5000;0.5;2.5;4;5.0
NcoK KM+;1000;5;77.56515550613403;0.1790908497902175;5000;0.5;2.5;4;5.0
coKNN;500;10;5.67903208732605;0.1779867542806722;5000;0.5;2.5;4;5.0
NcoK KM;500;10;43.59862804412842;0.1793525493736135;5000;0.5;2.5;4;5.0
NcoK KM+;500;10;44.62358283996582;0.1812514808942591;5000;0.5;2.5;4;5.0
coKNN;100;50;0.911231517791748;0.1781705851082819;5000;0.5;2.5;4;5.0
NcoK KM;100;50;44.23639225959778;0.1805432756519496;5000;0.5;2.5;4;5.0
NcoK KM+;100;50;41.665706157684326;0.1785043603002619;5000;0.5;2.5;4;5.0
coKNN;10;500;0.1163489818572998;0.1839073898973972;5000;0.5;2.5;4;5.0
NcoK KM;10;500;85.8346438407898;0.1870078755252328;5000;0.5;2.5;4;5.0
NcoK KM+;10;500;85.81441020965576;0.1874269432591106;5000;0.5;2.5;4;5.0
coKNN;5;1000;0.0837001800537109;0.1909845028242644;5000;0.5;2.5;4;5.0
NcoK KM;5;1000;189.1245489120484;0.1889630698859892;5000;0.5;2.5;4;5.0
NcoK KM+;5;1000;190.23436069488525;0.1856794511215608;5000;0.5;2.5;4;5.0
coK;5000;1;4.316028833389282;0.1779744263451996;5000;0.5;2.5;4;5.0
coKNN;1000;5;20.383243560791016;0.1811081225533072;5000;0.5;2.5;4;5.0
NcoK KM;1000;5;71.9517605304718;0.1834027618047774;5000;0.5;2.5;4;5.0
NcoK KM+;1000;5;71.2186017036438;0.1829664153211974;5000;0.5;2.5;4;5.0
coKNN;500;10;5.206456422805786;0.1811127580041275;5000;0.5;2.5;4;5.0
NcoK KM;500;10;39.95518207550049;0.1855999161334485;5000;0.5;2.5;4;5.0
NcoK KM+;500;10;40.489985942840576;0.1842057252684115;5000;0.5;2.5;4;5.0
coKNN;100;50;0.7599918842315674;0.1810422027275171;5000;0.5;2.5;4;5.0
NcoK KM;100;50;41.80212616920471;0.1830752410066703;5000;0.5;2.5;4;5.0
NcoK KM+;100;50;43.4481897354126;0.1817951914077065;5000;0.5;2.5;4;5.0
coKNN;10;500;0.1028230190277099;0.1878541473102115;5000;0.5;2.5;4;5.0
NcoK KM;10;500;86.45136880874634;0.1909465589533743;5000;0.5;2.5;4;5.0
NcoK KM+;10;500;86.36899399757385;0.1916898883060425;5000;0.5;2.5;4;5.0
coKNN;5;1000;0.084033727645874;0.2018568121522324;5000;0.5;2.5;4;5.0
NcoK KM;5;1000;194.07079529762268;0.19302369410377;5000;0.5;2.5;4;5.0
NcoK KM+;5;1000;189.6546173095703;0.1934246104816815;5000;0.5;2.5;4;5.0
coK;5000;1;5.695179224014282;0.1811084507921215;5000;0.5;2.5;4;5.0
coKNN;1000;5;20.431585788726807;0.1804320139528426;5000;0.5;2.5;4;5.0
NcoK KM;1000;5;71.96364140510559;0.1816421084299159;5000;0.5;2.5;4;5.0
NcoK KM+;1000;5;73.79135489463806;0.1798135166233459;5000;0.5;2.5;4;5.0
coKNN;500;10;5.344868183135986;0.180422664405382;5000;0.5;2.5;4;5.0
NcoK KM;500;10;40.92182278633118;0.1827555755157945;5000;0.5;2.5;4;5.0
NcoK KM+;500;10;40.95851302146912;0.1809939510211556;5000;0.5;2.5;4;5.0
coKNN;100;50;0.7444136142730713;0.1805525505304979;5000;0.5;2.5;4;5.0
NcoK KM;100;50;43.11525344848633;0.1781506475006666;5000;0.5;2.5;4;5.0
NcoK KM+;100;50;41.86051177978516;0.1855987604299834;5000;0.5;2.5;4;5.0
coKNN;10;500;0.1084568500518798;0.1840402012055546;5000;0.5;2.5;4;5.0
NcoK KM;10;500;85.78569769859314;0.1783508540165228;5000;0.5;2.5;4;5.0
NcoK KM+;10;500;86.08585834503174;0.1854284531308096;5000;0.5;2.5;4;5.0
coKNN;5;1000;0.0707719326019287;0.2012627959730864;5000;0.5;2.5;4;5.0
NcoK KM;5;1000;188.9378859996796;0.1826668899933864;5000;0.5;2.5;4;5.0
NcoK KM+;5;1000;190.20298027992249;0.1862462052072215;5000;0.5;2.5;4;5.0
coK;5000;1;5.669498443603516;0.180425128158296;5000;0.5;2.5;4;5.0
coKNN;1000;5;21.984480381011963;0.1576074611909872;5000;0.5;2.5;4;5.0
NcoK KM;1000;5;78.9848325252533;0.1600038387478269;5000;0.5;2.5;4;5.0
NcoK KM+;1000;5;78.54707884788513;0.1581982785722053;5000;0.5;2.5;4;5.0
coKNN;500;10;5.495489597320557;0.1576023484033537;5000;0.5;2.5;4;5.0
NcoK KM;500;10;42.46212410926819;0.1576173113271913;5000;0.5;2.5;4;5.0
NcoK KM+;500;10;42.931129932403564;0.1578575520905607;5000;0.5;2.5;4;5.0
coKNN;100;50;0.8846480846405029;0.1576271358927933;5000;0.5;2.5;4;5.0
NcoK KM;100;50;44.7142128944397;0.1533512427731708;5000;0.5;2.5;4;5.0
NcoK KM+;100;50;43.01884651184082;0.1594755029269757;5000;0.5;2.5;4;5.0
coKNN;10;500;0.1199362277984619;0.1658657731242937;5000;0.5;2.5;4;5.0
NcoK KM;10;500;86.26380062103271;0.1616238774314354;5000;0.5;2.5;4;5.0
NcoK KM+;10;500;89.56362199783325;0.1641391362686788;5000;0.5;2.5;4;5.0
coKNN;5;1000;0.0675616264343261;0.1722193643802441;5000;0.5;2.5;4;5.0
NcoK KM;5;1000;188.6740186214447;0.1626647483168599;5000;0.5;2.5;4;5.0
NcoK KM+;5;1000;191.7853901386261;0.1624648854599986;5000;0.5;2.5;4;5.0
coK;5000;1;4.36379337310791;0.1576083215270992;5000;0.5;2.5;4;5.0
coKNN;1000;5;20.48671174049377;0.1584274606039082;5000;0.5;2.5;4;5.0
NcoK KM;1000;5;73.16644716262817;0.1598146722019615;5000;0.5;2.5;4;5.0
NcoK KM+;1000;5;72.84437274932861;0.1604671978813124;5000;0.5;2.5;4;5.0
coKNN;500;10;5.234601974487305;0.158434974397471;5000;0.5;2.5;4;5.0
NcoK KM;500;10;41.56719756126404;0.1580849756270279;5000;0.5;2.5;4;5.0
NcoK KM+;500;10;41.07774114608765;0.1602022148103824;5000;0.5;2.5;4;5.0
coKNN;100;50;0.7981643676757812;0.1584575977759116;5000;0.5;2.5;4;5.0
NcoK KM;100;50;42.44679260253906;0.1580622633252519;5000;0.5;2.5;4;5.0
NcoK KM+;100;50;41.99125957489014;0.1596628604492994;5000;0.5;2.5;4;5.0
coKNN;10;500;0.096257209777832;0.1591419515805217;5000;0.5;2.5;4;5.0
NcoK KM;10;500;86.21848273277283;0.1568533075642236;5000;0.5;2.5;4;5.0
NcoK KM+;10;500;86.11382675170898;0.162692749050732;5000;0.5;2.5;4;5.0
coKNN;5;1000;0.0797357559204101;0.1512471966461878;5000;0.5;2.5;4;5.0
NcoK KM;5;1000;193.0484547615052;0.1596042839351988;5000;0.5;2.5;4;5.0
NcoK KM+;5;1000;191.4884762763977;0.1618185108833526;5000;0.5;2.5;4;5.0
coK;5000;1;4.404222249984741;0.1584281261033089;5000;0.5;2.5;4;5.0
coKNN;1000;5;20.549962520599365;0.1866233153406198;5000;0.5;2.5;4;5.0
NcoK KM;1000;5;72.45081090927124;0.189256011185364;5000;0.5;2.5;4;5.0
NcoK KM+;1000;5;72.30471682548523;0.1859941907575269;5000;0.5;2.5;4;5.0
coKNN;500;10;5.200572490692139;0.1866092323383714;5000;0.5;2.5;4;5.0
NcoK KM;500;10;40.26973342895508;0.1901756429223963;5000;0.5;2.5;4;5.0
NcoK KM+;500;10;40.84781622886658;0.1876229374329291;5000;0.5;2.5;4;5.0
coKNN;100;50;0.8204822540283203;0.1863610175166918;5000;0.5;2.5;4;5.0
NcoK KM;100;50;42.92036128044128;0.1877319872298516;5000;0.5;2.5;4;5.0
NcoK KM+;100;50;41.81561899185181;0.1862288346577916;5000;0.5;2.5;4;5.0
coKNN;10;500;0.1139419078826904;0.1864452027832368;5000;0.5;2.5;4;5.0
NcoK KM;10;500;85.98195886611938;0.1895362946009883;5000;0.5;2.5;4;5.0
NcoK KM+;10;500;86.16932129859924;0.1901247538565728;5000;0.5;2.5;4;5.0
coKNN;5;1000;0.0842261314392089;0.1925586861162568;5000;0.5;2.5;4;5.0
NcoK KM;5;1000;188.69701838493347;0.1875178704912823;5000;0.5;2.5;4;5.0
NcoK KM+;5;1000;190.9639594554901;0.1891293257488482;5000;0.5;2.5;4;5.0
coK;5000;1;4.406597137451172;0.1866140290928077;5000;0.5;2.5;4;5.0
coKNN;1000;5;22.37844705581665;0.1780873483164487;5000;0.5;2.5;4;5.0
NcoK KM;1000;5;80.32193493843079;0.178361309111232;5000;0.5;2.5;4;5.0
NcoK KM+;1000;5;80.43584990501404;0.1786001203848608;5000;0.5;2.5;4;5.0
coKNN;500;10;5.649054288864136;0.1780843206594433;5000;0.5;2.5;4;5.0
NcoK KM;500;10;44.28131985664368;0.1804944356139415;5000;0.5;2.5;4;5.0
NcoK KM+;500;10;45.09766912460327;0.1797795931546224;5000;0.5;2.5;4;5.0
coKNN;100;50;0.8972666263580322;0.1780443282146126;5000;0.5;2.5;4;5.0
NcoK KM;100;50;44.0869300365448;0.1780301671019984;5000;0.5;2.5;4;5.0
NcoK KM+;100;50;42.995994091033936;0.1789099986370731;5000;0.5;2.5;4;5.0
coKNN;10;500;0.1199424266815185;0.1817630376380773;5000;0.5;2.5;4;5.0
NcoK KM;10;500;86.16538262367249;0.1839246327502298;5000;0.5;2.5;4;5.0
NcoK KM+;10;500;85.9043710231781;0.1816349401379731;5000;0.5;2.5;4;5.0
coKNN;5;1000;0.0700724124908447;0.1936939157660002;5000;0.5;2.5;4;5.0
NcoK KM;5;1000;189.3249924182892;0.1847510165919011;5000;0.5;2.5;4;5.0
NcoK KM+;5;1000;191.8468916416168;0.1877348655380599;5000;0.5;2.5;4;5.0
coK;5000;1;4.382853746414185;0.178076419105395;5000;0.5;2.5;4;5.0
coKNN;1000;5;20.46657967567444;0.1928284761376353;5000;0.5;2.5;4;5.0
NcoK KM;1000;5;72.75384402275085;0.1927362371773865;5000;0.5;2.5;4;5.0
NcoK KM+;1000;5;72.95295071601868;0.1944439471019215;5000;0.5;2.5;4;5.0
coKNN;500;10;5.275728464126587;0.1928200998258301;5000;0.5;2.5;4;5.0
NcoK KM;500;10;40.33546614646912;0.1903233637981063;5000;0.5;2.5;4;5.0
NcoK KM+;500;10;42.53815865516663;0.1950687997298468;5000;0.5;2.5;4;5.0
coKNN;100;50;0.7822110652923584;0.192590887780195;5000;0.5;2.5;4;5.0
NcoK KM;100;50;43.597214460372925;0.1881586684753101;5000;0.5;2.5;4;5.0
NcoK KM+;100;50;53.6578950881958;0.1934874027913544;5000;0.5;2.5;4;5.0
coKNN;10;500;0.0990052223205566;0.2021084811333774;5000;0.5;2.5;4;5.0
NcoK KM;10;500;86.62869191169739;0.205116277402759;5000;0.5;2.5;4;5.0
NcoK KM+;10;500;86.74770307540894;0.1964514782880012;5000;0.5;2.5;4;5.0
coKNN;5;1000;0.0685563087463378;0.210766881746753;5000;0.5;2.5;4;5.0
NcoK KM;5;1000;188.7926769256592;0.2096384118899553;5000;0.5;2.5;4;5.0
NcoK KM+;5;1000;191.58682465553284;0.2100904184825595;5000;0.5;2.5;4;5.0
coK;5000;1;4.334195375442505;0.1928250262203634;5000;0.5;2.5;4;5.0
coKNN;1000;5;20.749760150909424;0.1724957654256207;5000;0.5;2.5;4;5.0
NcoK KM;1000;5;73.43002581596375;0.1724173901490603;5000;0.5;2.5;4;5.0
NcoK KM+;1000;5;73.19296526908875;0.1747885597366508;5000;0.5;2.5;4;5.0
coKNN;500;10;5.458640098571777;0.1724830144377124;5000;0.5;2.5;4;5.0
NcoK KM;500;10;41.76394963264465;0.1734920305213602;5000;0.5;2.5;4;5.0
NcoK KM+;500;10;40.606119871139526;0.1746740640410754;5000;0.5;2.5;4;5.0
coKNN;100;50;0.7549920082092285;0.1727696605994517;5000;0.5;2.5;4;5.0
NcoK KM;100;50;42.60037088394165;0.1779101577219191;5000;0.5;2.5;4;5.0
NcoK KM+;100;50;43.28418016433716;0.1778857497695705;5000;0.5;2.5;4;5.0
coKNN;10;500;0.1124296188354492;0.1784375553591904;5000;0.5;2.5;4;5.0
NcoK KM;10;500;86.46498775482178;0.1778161654550325;5000;0.5;2.5;4;5.0
NcoK KM+;10;500;86.05860781669617;0.1827577071550339;5000;0.5;2.5;4;5.0
coKNN;5;1000;0.0665047168731689;0.1869448174169794;5000;0.5;2.5;4;5.0
NcoK KM;5;1000;189.74397134780884;0.1812331163703997;5000;0.5;2.5;4;5.0
NcoK KM+;5;1000;213.4182565212249;0.1792997988515083;5000;0.5;2.5;4;5.0
coK;5000;1;5.18379807472229;0.1725128953119537;5000;0.5;2.5;4;5.0
coKNN;1000;5;43.28251361846924;0.1651977386103229;5000;0.5;2.5;4;5.0
NcoK KM;1000;5;259.9664568901062;0.1658261526475311;5000;0.5;2.5;4;5.0
NcoK KM+;1000;5;248.4769892692566;0.1639972434791355;5000;0.5;2.5;4;5.0
coKNN;500;10;25.44068455696106;0.1652078925152816;5000;0.5;2.5;4;5.0
NcoK KM;500;10;42.37940096855164;0.1666489829587357;5000;0.5;2.5;4;5.0
NcoK KM+;500;10;42.40176224708557;0.1669582501217887;5000;0.5;2.5;4;5.0
coKNN;100;50;0.8168723583221436;0.1652236448334919;5000;0.5;2.5;4;5.0
NcoK KM;100;50;42.75161361694336;0.1712243062591484;5000;0.5;2.5;4;5.0
NcoK KM+;100;50;43.37871694564819;0.1646538386536265;5000;0.5;2.5;4;5.0
coKNN;10;500;0.1051385402679443;0.1723711532840281;5000;0.5;2.5;4;5.0
NcoK KM;10;500;87.76962947845459;0.1668324014024584;5000;0.5;2.5;4;5.0
NcoK KM+;10;500;86.1863329410553;0.1676371842270578;5000;0.5;2.5;4;5.0
coKNN;5;1000;0.0825655460357666;0.1862100520436649;5000;0.5;2.5;4;5.0
NcoK KM;5;1000;189.8568675518036;0.1728700396180299;5000;0.5;2.5;4;5.0
NcoK KM+;5;1000;190.14709901809687;0.1684065513506314;5000;0.5;2.5;4;5.0
coK;5000;1;4.645761013031006;0.1651987731315104;5000;0.5;2.5;4;5.0
coKNN;1000;5;21.81499075889588;0.1929860648426573;5000;0.5;2.5;4;5.0
NcoK KM;1000;5;83.41735076904297;0.1951992521079384;5000;0.5;2.5;4;5.0
NcoK KM+;1000;5;81.40051317214966;0.1936570392296467;5000;0.5;2.5;4;5.0
coKNN;500;10;5.497748851776123;0.1930091483874631;5000;0.5;2.5;4;5.0
NcoK KM;500;10;43.08154630661011;0.1948729748328172;5000;0.5;2.5;4;5.0
NcoK KM+;500;10;42.74817228317261;0.1898102194772566;5000;0.5;2.5;4;5.0
coKNN;100;50;0.7783446311950684;0.1929785771806952;5000;0.5;2.5;4;5.0
NcoK KM;100;50;44.12332320213318;0.1937458083067911;5000;0.5;2.5;4;5.0
NcoK KM+;100;50;44.4600875377655;0.1987221437983223;5000;0.5;2.5;4;5.0
coKNN;10;500;0.1166715621948242;0.1945877050679028;5000;0.5;2.5;4;5.0
NcoK KM;10;500;87.36418962478638;0.1946125073390271;5000;0.5;2.5;4;5.0
NcoK KM+;10;500;86.36034297943115;0.1937532035203722;5000;0.5;2.5;4;5.0
coKNN;5;1000;0.0646147727966308;0.2029504530453995;5000;0.5;2.5;4;5.0
NcoK KM;5;1000;189.3530614376068;0.1937593647413129;5000;0.5;2.5;4;5.0
NcoK KM+;5;1000;189.86640214920044;0.1971085273504839;5000;0.5;2.5;4;5.0
coK;5000;1;4.414062023162842;0.1929902300437178;5000;0.5;2.5;4;5.0
coKNN;1000;5;20.92928266525269;0.1588964203711472;5000;0.5;2.5;4;5.0
NcoK KM;1000;5;74.73805642127991;0.1592513124785418;5000;0.5;2.5;4;5.0
NcoK KM+;1000;5;76.00748133659363;0.1596150674380725;5000;0.5;2.5;4;5.0
coKNN;500;10;5.334393262863159;0.1588983410782173;5000;0.5;2.5;4;5.0
NcoK KM;500;10;45.64172697067261;0.1665139647972244;5000;0.5;2.5;4;5.0
NcoK KM+;500;10;44.88600993156433;0.1573954924835494;5000;0.5;2.5;4;5.0
coKNN;100;50;0.9090030193328856;0.1590000092178982;5000;0.5;2.5;4;5.0
NcoK KM;100;50;45.985737323760986;0.1638529962321707;5000;0.5;2.5;4;5.0
NcoK KM+;100;50;47.72223925590515;0.1605652274005558;5000;0.5;2.5;4;5.0
coKNN;10;500;0.1243610382080078;0.1578771087312457;5000;0.5;2.5;4;5.0
NcoK KM;10;500;86.72898149490356;0.162892155838832;5000;0.5;2.5;4;5.0
NcoK KM+;10;500;86.96292161941528;0.156919994626252;5000;0.5;2.5;4;5.0
coKNN;5;1000;0.0695052146911621;0.1656420325834364;5000;0.5;2.5;4;5.0
NcoK KM;5;1000;189.96297454833984;0.1620830616268767;5000;0.5;2.5;4;5.0
NcoK KM+;5;1000;194.5235216617584;0.1636287401930238;5000;0.5;2.5;4;5.0
coK;5000;1;4.412466764450073;0.1588949858877941;5000;0.5;2.5;4;5.0
coKNN;1000;5;26.2026469707489;9.493582578592708e-05;5000;2.5;0.5;4;5.0
NcoK KM;1000;5;117.25226354599;9.995268845905603e-05;5000;2.5;0.5;4;5.0
NcoK KM+;1000;5;99.70534920692444;0.0001017342949904;5000;2.5;0.5;4;5.0
coKNN;500;10;5.92827296257019;9.486822750679408e-05;5000;2.5;0.5;4;5.0
NcoK KM;500;10;49.952796459198;9.235906340287505e-05;5000;2.5;0.5;4;5.0
NcoK KM+;500;10;50.92523145675659;0.0001160332412684;5000;2.5;0.5;4;5.0
coKNN;100;50;0.9291691780090332;9.549894525612396e-05;5000;2.5;0.5;4;5.0
NcoK KM;100;50;58.482539892196655;0.0001358610100228;5000;2.5;0.5;4;5.0
NcoK KM+;100;50;58.9117271900177;0.0001816877671219;5000;2.5;0.5;4;5.0
coKNN;10;500;0.1149287223815918;0.0001418163097155;5000;2.5;0.5;4;5.0
NcoK KM;10;500;88.17904853820801;0.0002995433372219;5000;2.5;0.5;4;5.0
NcoK KM+;10;500;88.28960585594177;0.0002781756423479;5000;2.5;0.5;4;5.0
coKNN;5;1000;0.081784963607788;0.0004442930692078;5000;2.5;0.5;4;5.0
NcoK KM;5;1000;190.7922351360321;0.0003411204123327;5000;2.5;0.5;4;5.0
NcoK KM+;5;1000;192.08240699768064;0.0003288098591025;5000;2.5;0.5;4;5.0
coK;5000;1;4.8193652629852295;9.490905539873085e-05;5000;2.5;0.5;4;5.0
coKNN;1000;5;25.183253526687626;0.0001279566522685;5000;2.5;0.5;4;5.0
NcoK KM;1000;5;99.1794502735138;0.0001418772163107;5000;2.5;0.5;4;5.0
NcoK KM+;1000;5;91.84064364433289;0.0001381067855488;5000;2.5;0.5;4;5.0
coKNN;500;10;5.758002758026123;0.0001279447998128;5000;2.5;0.5;4;5.0
NcoK KM;500;10;45.56519365310669;0.0001474112412112;5000;2.5;0.5;4;5.0
NcoK KM+;500;10;49.84989190101624;0.0001313748559514;5000;2.5;0.5;4;5.0
coKNN;100;50;0.8203885555267334;0.0001296072138255;5000;2.5;0.5;4;5.0
NcoK KM;100;50;50.28190636634827;0.0001553027509169;5000;2.5;0.5;4;5.0
NcoK KM+;100;50;49.70675492286682;0.0001932806813768;5000;2.5;0.5;4;5.0
coKNN;10;500;0.1109907627105712;0.0001771357545609;5000;2.5;0.5;4;5.0
NcoK KM;10;500;87.64683628082275;0.0004147371464816;5000;2.5;0.5;4;5.0
NcoK KM+;10;500;87.48788952827454;0.000385776318367;5000;2.5;0.5;4;5.0
coKNN;5;1000;0.0658326148986816;0.0005949119818563;5000;2.5;0.5;4;5.0
NcoK KM;5;1000;190.9109628200531;0.0004061271607167;5000;2.5;0.5;4;5.0
NcoK KM+;5;1000;191.4819791316986;0.0004036436055674;5000;2.5;0.5;4;5.0
coK;5000;1;4.782549619674683;0.0001279608614461;5000;2.5;0.5;4;5.0
coKNN;1000;5;25.87738013267517;7.982441155852513e-05;5000;2.5;0.5;4;5.0
NcoK KM;1000;5;98.63431215286256;8.29111234766937e-05;5000;2.5;0.5;4;5.0
NcoK KM+;1000;5;104.23489141464232;8.876756861029759e-05;5000;2.5;0.5;4;5.0
coKNN;500;10;6.049528121948242;7.979405943989191e-05;5000;2.5;0.5;4;5.0
NcoK KM;500;10;51.9644558429718;8.301271431180503e-05;5000;2.5;0.5;4;5.0
NcoK KM+;500;10;51.33830666542053;7.96088005664819e-05;5000;2.5;0.5;4;5.0
coKNN;100;50;0.9336786270141602;8.015881544779696e-05;5000;2.5;0.5;4;5.0
NcoK KM;100;50;57.39460492134094;0.000113690022879;5000;2.5;0.5;4;5.0
NcoK KM+;100;50;57.54739308357239;0.0001155131858881;5000;2.5;0.5;4;5.0
coKNN;10;500;0.1243729591369628;0.000143776558793;5000;2.5;0.5;4;5.0
NcoK KM;10;500;88.17759037017822;0.0002968751057925;5000;2.5;0.5;4;5.0
NcoK KM+;10;500;88.06816482543945;0.0002774319379647;5000;2.5;0.5;4;5.0
coKNN;5;1000;0.0671465396881103;0.0004439161213389;5000;2.5;0.5;4;5.0
NcoK KM;5;1000;195.1327857971192;0.0003197079166151;5000;2.5;0.5;4;5.0
NcoK KM+;5;1000;192.38276600837708;0.0003647955211935;5000;2.5;0.5;4;5.0
coK;5000;1;4.7151525020599365;7.981316261684114e-05;5000;2.5;0.5;4;5.0
coKNN;1000;5;26.00519847869873;8.46773111004574e-05;5000;2.5;0.5;4;5.0
NcoK KM;1000;5;105.0437638759613;0.0001016616121382;5000;2.5;0.5;4;5.0
NcoK KM+;1000;5;102.02628111839294;8.978807061344437e-05;5000;2.5;0.5;4;5.0
coKNN;500;10;6.088573455810547;8.471098921284043e-05;5000;2.5;0.5;4;5.0
NcoK KM;500;10;52.64734554290772;9.515081955764889e-05;5000;2.5;0.5;4;5.0
NcoK KM+;500;10;52.84184503555298;9.251348539876788e-05;5000;2.5;0.5;4;5.0
coKNN;100;50;0.914175033569336;8.488017946566477e-05;5000;2.5;0.5;4;5.0
NcoK KM;100;50;56.020066261291504;0.0001085027658607;5000;2.5;0.5;4;5.0
NcoK KM+;100;50;56.850796937942505;0.0001137655253865;5000;2.5;0.5;4;5.0
coKNN;10;500;0.1151144504547119;0.0001336555633256;5000;2.5;0.5;4;5.0
NcoK KM;10;500;87.24041485786438;0.0002436383827281;5000;2.5;0.5;4;5.0
NcoK KM+;10;500;87.9266197681427;0.0002609078595759;5000;2.5;0.5;4;5.0
coKNN;5;1000;0.0688073635101318;0.0005907852435949;5000;2.5;0.5;4;5.0
NcoK KM;5;1000;190.62631154060364;0.0004834631736494;5000;2.5;0.5;4;5.0
NcoK KM+;5;1000;194.72723054885864;0.0002961208808141;5000;2.5;0.5;4;5.0
coK;5000;1;4.9203925132751465;8.468648903164056e-05;5000;2.5;0.5;4;5.0
coKNN;1000;5;23.11972427368164;9.731494851697152e-05;5000;2.5;0.5;4;5.0
NcoK KM;1000;5;88.82045364379883;0.0001022925105924;5000;2.5;0.5;4;5.0
NcoK KM+;1000;5;88.0019781589508;0.0001044530806174;5000;2.5;0.5;4;5.0
coKNN;500;10;5.6128880977630615;9.73452344243744e-05;5000;2.5;0.5;4;5.0
NcoK KM;500;10;46.65543174743652;0.0001107813965255;5000;2.5;0.5;4;5.0
NcoK KM+;500;10;48.81178998947144;0.0001024567798369;5000;2.5;0.5;4;5.0
coKNN;100;50;0.8311810493469238;9.722328640078682e-05;5000;2.5;0.5;4;5.0
NcoK KM;100;50;49.39699411392212;0.0001260235449224;5000;2.5;0.5;4;5.0
NcoK KM+;100;50;49.32798647880554;0.0001073505988074;5000;2.5;0.5;4;5.0
coKNN;10;500;0.1236312389373779;0.000146650201068;5000;2.5;0.5;4;5.0
NcoK KM;10;500;87.7348096370697;0.0001961187715539;5000;2.5;0.5;4;5.0
NcoK KM+;10;500;97.22215747833252;0.0003435149590768;5000;2.5;0.5;4;5.0
coKNN;5;1000;0.0860340595245361;0.0005509620390659;5000;2.5;0.5;4;5.0
NcoK KM;5;1000;190.8662121295929;0.00034341232327;5000;2.5;0.5;4;5.0
NcoK KM+;5;1000;191.7596542835236;0.0004184003717253;5000;2.5;0.5;4;5.0
coK;5000;1;4.78535532951355;9.728915037316356e-05;5000;2.5;0.5;4;5.0
coKNN;1000;5;25.59241437911988;9.18946932118123e-05;5000;2.5;0.5;4;5.0
NcoK KM;1000;5;100.77005863189696;8.990236444367245e-05;5000;2.5;0.5;4;5.0
NcoK KM+;1000;5;136.47204732894895;9.536434205485634e-05;5000;2.5;0.5;4;5.0
coKNN;500;10;8.23086142539978;9.18888798285888e-05;5000;2.5;0.5;4;5.0
NcoK KM;500;10;59.66364336013794;9.480238317072436e-05;5000;2.5;0.5;4;5.0
NcoK KM+;500;10;53.86599850654602;9.168632539671484e-05;5000;2.5;0.5;4;5.0
