METHOD;N;K;TIME;RMSE;n;nu_1;nu_2;theta_1;theta_2
NcoK KM;500;10;28.564914226531982;0.12129082516027108;5000;0.5;0.5;2;2.5
NcoK KM+;500;10;28.25174856185913;0.12515734562416464;5000;0.5;0.5;2;2.5
coKNN;100;50;0.44843602180480957;0.12425666126299939;5000;0.5;0.5;2;2.5
NcoK KM;100;50;27.68240523338318;0.12353396162222395;5000;0.5;0.5;2;2.5
NcoK KM+;100;50;27.80164361000061;0.12426763904796115;5000;0.5;0.5;2;2.5
coKNN;10;500;0.12349319458007812;0.12707257503500916;5000;0.5;0.5;2;2.5
NcoK KM;10;500;73.65790390968323;0.12758412982441233;5000;0.5;0.5;2;2.5
NcoK KM+;10;500;72.84072160720825;0.12794228554405768;5000;0.5;0.5;2;2.5
coKNN;5;1000;0.07794761657714844;0.131271695526496;5000;0.5;0.5;2;2.5
NcoK KM;5;1000;158.5332374572754;0.12587589193204277;5000;0.5;0.5;2;2.5
NcoK KM+;5;1000;159.46558022499084;0.12314679444658194;5000;0.5;0.5;2;2.5
coK;5000;1;3.4980766773223877;0.12447645428859809;5000;0.5;0.5;2;2.5
coKNN;1000;5;13.665626287460327;0.11601833243935114;5000;0.5;0.5;2;2.5
NcoK KM;1000;5;48.57818007469177;0.11639459825865174;5000;0.5;0.5;2;2.5
NcoK KM+;1000;5;47.41581344604492;0.11665915328033255;5000;0.5;0.5;2;2.5
coKNN;500;10;3.648327350616455;0.11602193117658549;5000;0.5;0.5;2;2.5
NcoK KM;500;10;28.734965085983276;0.11827065470432775;5000;0.5;0.5;2;2.5
NcoK KM+;500;10;27.951342821121216;0.12057920372314793;5000;0.5;0.5;2;2.5
coKNN;100;50;0.4487123489379883;0.11599035646669291;5000;0.5;0.5;2;2.5
NcoK KM;100;50;28.18836498260498;0.11826141731084526;5000;0.5;0.5;2;2.5
NcoK KM+;100;50;28.002048015594482;0.11807658252760707;5000;0.5;0.5;2;2.5
coKNN;10;500;0.1148221492767334;0.11887666888791878;5000;0.5;0.5;2;2.5
NcoK KM;10;500;72.30413365364075;0.12431881050426527;5000;0.5;0.5;2;2.5
NcoK KM+;10;500;72.35196590423584;0.12268365748225113;5000;0.5;0.5;2;2.5
coKNN;5;1000;0.08313751220703125;0.12062641648868061;5000;0.5;0.5;2;2.5
NcoK KM;5;1000;160.18932819366455;0.11900696517697408;5000;0.5;0.5;2;2.5
NcoK KM+;5;1000;159.4589638710022;0.12255650693317209;5000;0.5;0.5;2;2.5
coK;5000;1;3.48296856880188;0.11601639101197327;5000;0.5;0.5;2;2.5
coKNN;1000;5;13.801891088485718;0.10736622445195591;5000;0.5;0.5;2;2.5
NcoK KM;1000;5;46.38308787345886;0.10755633211880299;5000;0.5;0.5;2;2.5
NcoK KM+;1000;5;46.96588182449341;0.10850885041351381;5000;0.5;0.5;2;2.5
coKNN;500;10;3.616603136062622;0.10736412904708341;5000;0.5;0.5;2;2.5
NcoK KM;500;10;28.0864200592041;0.11008532267822091;5000;0.5;0.5;2;2.5
NcoK KM+;500;10;27.175278425216675;0.10937267317432312;5000;0.5;0.5;2;2.5
coKNN;100;50;0.4348592758178711;0.107371490639983;5000;0.5;0.5;2;2.5
NcoK KM;100;50;27.065499782562256;0.10883709046010767;5000;0.5;0.5;2;2.5
NcoK KM+;100;50;27.09392547607422;0.1074068348530929;5000;0.5;0.5;2;2.5
coKNN;10;500;0.12216353416442871;0.10718305889655717;5000;0.5;0.5;2;2.5
NcoK KM;10;500;72.13973784446716;0.10580408200520852;5000;0.5;0.5;2;2.5
NcoK KM+;10;500;72.18877172470093;0.11028990543235677;5000;0.5;0.5;2;2.5
coKNN;5;1000;0.07679271697998047;0.1089237027825501;5000;0.5;0.5;2;2.5
NcoK KM;5;1000;158.23212575912476;0.10716279690004075;5000;0.5;0.5;2;2.5
NcoK KM+;5;1000;159.11733603477478;0.10759591729975941;5000;0.5;0.5;2;2.5
coK;5000;1;3.4953272342681885;0.10736723679989961;5000;0.5;0.5;2;2.5
coKNN;1000;5;15.76856279373169;0.1354798989783085;5000;0.5;0.5;2;2.5
NcoK KM;1000;5;45.97724390029907;0.1353558422280359;5000;0.5;0.5;2;2.5
NcoK KM+;1000;5;46.5703022480011;0.1354428439880797;5000;0.5;0.5;2;2.5
coKNN;500;10;3.600855827331543;0.1354817167668499;5000;0.5;0.5;2;2.5
NcoK KM;500;10;27.8413245677948;0.13597474444542432;5000;0.5;0.5;2;2.5
NcoK KM+;500;10;27.841739177703857;0.13585024440124338;5000;0.5;0.5;2;2.5
coKNN;100;50;0.4710710048675537;0.13551261973589132;5000;0.5;0.5;2;2.5
NcoK KM;100;50;27.411752939224243;0.1362895055564599;5000;0.5;0.5;2;2.5
NcoK KM+;100;50;27.613776206970215;0.13820562655826077;5000;0.5;0.5;2;2.5
coKNN;10;500;0.10646939277648926;0.13746750937513;5000;0.5;0.5;2;2.5
NcoK KM;10;500;72.51950883865356;0.14081633916122852;5000;0.5;0.5;2;2.5
NcoK KM+;10;500;72.76686358451843;0.14072444929556108;5000;0.5;0.5;2;2.5
coKNN;5;1000;0.0869145393371582;0.14152856178243423;5000;0.5;0.5;2;2.5
NcoK KM;5;1000;158.51296734809875;0.13914752938089273;5000;0.5;0.5;2;2.5
NcoK KM+;5;1000;160.2258608341217;0.13689236887489406;5000;0.5;0.5;2;2.5
coK;5000;1;3.525280714035034;0.13547853907518068;5000;0.5;0.5;2;2.5
coKNN;1000;5;13.645416736602783;0.11942686779486486;5000;0.5;0.5;2;2.5
NcoK KM;1000;5;46.51847696304321;0.11970659629818202;5000;0.5;0.5;2;2.5
NcoK KM+;1000;5;46.818994998931885;0.11993594568410962;5000;0.5;0.5;2;2.5
coKNN;500;10;3.6152331829071045;0.11943381717960287;5000;0.5;0.5;2;2.5
NcoK KM;500;10;27.501718044281006;0.12061083329247718;5000;0.5;0.5;2;2.5
NcoK KM+;500;10;27.668274402618408;0.11997248584864693;5000;0.5;0.5;2;2.5
coKNN;100;50;0.45151829719543457;0.1195014464575618;5000;0.5;0.5;2;2.5
NcoK KM;100;50;27.25034809112549;0.12041863146500105;5000;0.5;0.5;2;2.5
NcoK KM+;100;50;29.768304347991943;0.12046150017589298;5000;0.5;0.5;2;2.5
coKNN;10;500;0.1320817470550537;0.11920942368610393;5000;0.5;0.5;2;2.5
NcoK KM;10;500;72.83753705024719;0.11985789812585183;5000;0.5;0.5;2;2.5
NcoK KM+;10;500;72.58546113967896;0.12271561824462761;5000;0.5;0.5;2;2.5
coKNN;5;1000;0.08648252487182617;0.12042449381882057;5000;0.5;0.5;2;2.5
NcoK KM;5;1000;158.86889338493347;0.12113769391384621;5000;0.5;0.5;2;2.5
NcoK KM+;5;1000;159.05055737495422;0.12262060527521675;5000;0.5;0.5;2;2.5
coK;5000;1;3.4985508918762207;0.11942693634842602;5000;0.5;0.5;2;2.5
coKNN;1000;5;13.63252305984497;0.12918083013534673;5000;0.5;0.5;2;2.5
NcoK KM;1000;5;46.929731369018555;0.1297634167791965;5000;0.5;0.5;2;2.5
NcoK KM+;1000;5;49.60162687301636;0.12976341677919645;5000;0.5;0.5;2;2.5
coKNN;500;10;3.632045269012451;0.1291741049072817;5000;0.5;0.5;2;2.5
NcoK KM;500;10;48.401618242263794;0.13022940200282856;5000;0.5;0.5;2;2.5
NcoK KM+;500;10;28.4177725315094;0.1285931545608799;5000;0.5;0.5;2;2.5
coKNN;100;50;0.4520761966705322;0.12918309873103445;5000;0.5;0.5;2;2.5
NcoK KM;100;50;27.934961557388306;0.13551682742087837;5000;0.5;0.5;2;2.5
NcoK KM+;100;50;27.897433757781982;0.13109440128744224;5000;0.5;0.5;2;2.5
coKNN;10;500;0.1224205493927002;0.13003668723645823;5000;0.5;0.5;2;2.5
NcoK KM;10;500;72.52218914031982;0.13390629310950442;5000;0.5;0.5;2;2.5
NcoK KM+;10;500;72.57066416740417;0.12699301083272935;5000;0.5;0.5;2;2.5
coKNN;5;1000;0.07929754257202148;0.1378200132993347;5000;0.5;0.5;2;2.5
NcoK KM;5;1000;158.13310170173645;0.13405910896847342;5000;0.5;0.5;2;2.5
NcoK KM+;5;1000;159.03955793380737;0.1362235523238478;5000;0.5;0.5;2;2.5
coK;5000;1;3.496281862258911;0.12918120747069037;5000;0.5;0.5;2;2.5
coKNN;1000;5;13.712082624435425;0.10300601300759797;5000;0.5;0.5;2;2.5
NcoK KM;1000;5;47.851667165756226;0.10443721274293648;5000;0.5;0.5;2;2.5
NcoK KM+;1000;5;46.629247188568115;0.10306118261519784;5000;0.5;0.5;2;2.5
coKNN;500;10;3.5875284671783447;0.10301294658695483;5000;0.5;0.5;2;2.5
NcoK KM;500;10;27.710724592208862;0.10350764536444026;5000;0.5;0.5;2;2.5
NcoK KM+;500;10;27.934454679489136;0.10349302800796643;5000;0.5;0.5;2;2.5
coKNN;100;50;0.45461511611938477;0.10302659944273576;5000;0.5;0.5;2;2.5
NcoK KM;100;50;27.612357139587402;0.10297190490626655;5000;0.5;0.5;2;2.5
NcoK KM+;100;50;27.636089086532593;0.10389839639263604;5000;0.5;0.5;2;2.5
coKNN;10;500;0.10635733604431152;0.103693479455526;5000;0.5;0.5;2;2.5
NcoK KM;10;500;72.69007444381714;0.10549995627897928;5000;0.5;0.5;2;2.5
NcoK KM+;10;500;72.5530138015747;0.10832856381776843;5000;0.5;0.5;2;2.5
coKNN;5;1000;0.0784459114074707;0.10638215119495775;5000;0.5;0.5;2;2.5
NcoK KM;5;1000;158.6143388748169;0.10343343017339884;5000;0.5;0.5;2;2.5
NcoK KM+;5;1000;161.3397922515869;0.10554668193801688;5000;0.5;0.5;2;2.5
coK;5000;1;3.4961600303649902;0.10300499674417964;5000;0.5;0.5;2;2.5
coKNN;1000;5;13.779450416564941;0.1187438918014549;5000;0.5;0.5;2;2.5
NcoK KM;1000;5;47.322243213653564;0.1198371897854382;5000;0.5;0.5;2;2.5
NcoK KM+;1000;5;47.008912324905396;0.11891905744027467;5000;0.5;0.5;2;2.5
coKNN;500;10;3.619295597076416;0.11873807259118732;5000;0.5;0.5;2;2.5
NcoK KM;500;10;27.564910173416138;0.11946195724079284;5000;0.5;0.5;2;2.5
NcoK KM+;500;10;27.677918910980225;0.11918476529925616;5000;0.5;0.5;2;2.5
coKNN;100;50;0.45723676681518555;0.11872273364276337;5000;0.5;0.5;2;2.5
NcoK KM;100;50;27.84460711479187;0.12444685839867585;5000;0.5;0.5;2;2.5
NcoK KM+;100;50;28.13864231109619;0.11846784093241836;5000;0.5;0.5;2;2.5
coKNN;10;500;0.10591673851013184;0.12185730726857144;5000;0.5;0.5;2;2.5
NcoK KM;10;500;72.23149681091309;0.12279718692814999;5000;0.5;0.5;2;2.5
NcoK KM+;10;500;72.13364624977112;0.12046879483597854;5000;0.5;0.5;2;2.5
coKNN;5;1000;0.08693838119506836;0.12901689908122208;5000;0.5;0.5;2;2.5
NcoK KM;5;1000;158.51765751838684;0.12407717889337386;5000;0.5;0.5;2;2.5
NcoK KM+;5;1000;159.00152707099915;0.12088729700996999;5000;0.5;0.5;2;2.5
coK;5000;1;3.517627716064453;0.11875179471221202;5000;0.5;0.5;2;2.5
coKNN;1000;5;13.678739070892334;0.1128430705392076;5000;0.5;0.5;2;2.5
NcoK KM;1000;5;46.51429057121277;0.11434721051436882;5000;0.5;0.5;2;2.5
NcoK KM+;1000;5;48.97367000579834;0.11268766455953964;5000;0.5;0.5;2;2.5
coKNN;500;10;3.542189598083496;0.11284252909770816;5000;0.5;0.5;2;2.5
NcoK KM;500;10;28.727284908294678;0.11355386030442308;5000;0.5;0.5;2;2.5
NcoK KM+;500;10;28.06116509437561;0.11286599414887277;5000;0.5;0.5;2;2.5
coKNN;100;50;0.46059250831604004;0.11286106829697645;5000;0.5;0.5;2;2.5
NcoK KM;100;50;27.746341943740845;0.11406555530292231;5000;0.5;0.5;2;2.5
NcoK KM+;100;50;27.625612258911133;0.11670966759931115;5000;0.5;0.5;2;2.5
coKNN;10;500;0.11478042602539062;0.11521348750936238;5000;0.5;0.5;2;2.5
NcoK KM;10;500;72.49979543685913;0.11759784096247138;5000;0.5;0.5;2;2.5
NcoK KM+;10;500;72.5715491771698;0.11781198770599181;5000;0.5;0.5;2;2.5
coKNN;5;1000;0.07872152328491211;0.11898728217837272;5000;0.5;0.5;2;2.5
NcoK KM;5;1000;168.49701166152954;0.11475796403615056;5000;0.5;0.5;2;2.5
NcoK KM+;5;1000;161.1416916847229;0.11296513167444806;5000;0.5;0.5;2;2.5
coK;5000;1;3.5184969902038574;0.11284162234874694;5000;0.5;0.5;2;2.5
coKNN;1000;5;13.795863628387451;0.13124460862247772;5000;0.5;0.5;2;2.5
NcoK KM;1000;5;46.46980953216553;0.13209080805416928;5000;0.5;0.5;2;2.5
NcoK KM+;1000;5;45.852317810058594;0.13209286359874775;5000;0.5;0.5;2;2.5
coKNN;500;10;3.6303818225860596;0.1312511168636586;5000;0.5;0.5;2;2.5
NcoK KM;500;10;27.449137926101685;0.13055860086194737;5000;0.5;0.5;2;2.5
NcoK KM+;500;10;28.044275522232056;0.131276666076318;5000;0.5;0.5;2;2.5
coKNN;100;50;0.43912744522094727;0.13122011051783922;5000;0.5;0.5;2;2.5
NcoK KM;100;50;27.10140347480774;0.1307880089642682;5000;0.5;0.5;2;2.5
NcoK KM+;100;50;27.19945478439331;0.13392770790369293;5000;0.5;0.5;2;2.5
coKNN;10;500;0.11296796798706055;0.13269989566216736;5000;0.5;0.5;2;2.5
NcoK KM;10;500;72.29996991157532;0.133481615624011;5000;0.5;0.5;2;2.5
NcoK KM+;10;500;74.71453976631165;0.13213140117951416;5000;0.5;0.5;2;2.5
coKNN;5;1000;0.083984375;0.13391093440211335;5000;0.5;0.5;2;2.5
NcoK KM;5;1000;159.20109343528748;0.13430418571011463;5000;0.5;0.5;2;2.5
NcoK KM+;5;1000;159.80229115486145;0.1330865822738222;5000;0.5;0.5;2;2.5
coK;5000;1;3.464780330657959;0.13124976878675573;5000;0.5;0.5;2;2.5
coKNN;1000;5;13.503467321395874;0.11038110799989248;5000;0.5;0.5;2;2.5
NcoK KM;1000;5;45.259361743927;0.10987071164264552;5000;0.5;0.5;2;2.5
NcoK KM+;1000;5;45.59232950210571;0.11105059190757623;5000;0.5;0.5;2;2.5
coKNN;500;10;3.549466133117676;0.11039472276032444;5000;0.5;0.5;2;2.5
NcoK KM;500;10;27.114378213882446;0.11204900301306948;5000;0.5;0.5;2;2.5
NcoK KM+;500;10;27.282643795013428;0.11093776234852586;5000;0.5;0.5;2;2.5
coKNN;100;50;0.4382312297821045;0.11027248652456;5000;0.5;0.5;2;2.5
NcoK KM;100;50;27.051694869995117;0.108950365745459;5000;0.5;0.5;2;2.5
NcoK KM+;100;50;27.180469512939453;0.11087592723320086;5000;0.5;0.5;2;2.5
coKNN;10;500;0.11552667617797852;0.11221751983282627;5000;0.5;0.5;2;2.5
NcoK KM;10;500;72.8606903553009;0.10812302236658115;5000;0.5;0.5;2;2.5
NcoK KM+;10;500;72.50511693954468;0.10566141210303559;5000;0.5;0.5;2;2.5
coKNN;5;1000;0.0792698860168457;0.1130043401503802;5000;0.5;0.5;2;2.5
NcoK KM;5;1000;159.97370719909668;0.10801301714572539;5000;0.5;0.5;2;2.5
NcoK KM+;5;1000;159.051739692688;0.11014402502716589;5000;0.5;0.5;2;2.5
coK;5000;1;3.4993374347686768;0.11039092211607819;5000;0.5;0.5;2;2.5
coKNN;1000;5;13.818623065948486;0.10391470281141314;5000;0.5;0.5;2;2.5
NcoK KM;1000;5;46.2485888004303;0.10359013285258702;5000;0.5;0.5;2;2.5
NcoK KM+;1000;5;46.45618939399719;0.10407176339097648;5000;0.5;0.5;2;2.5
coKNN;500;10;3.6423702239990234;0.10394942367001987;5000;0.5;0.5;2;2.5
NcoK KM;500;10;27.71559762954712;0.10237968367004438;5000;0.5;0.5;2;2.5
NcoK KM+;500;10;27.766486644744873;0.10281063880746161;5000;0.5;0.5;2;2.5
coKNN;100;50;0.46935343742370605;0.10396420260464982;5000;0.5;0.5;2;2.5
NcoK KM;100;50;27.91731023788452;0.1039346291008167;5000;0.5;0.5;2;2.5
NcoK KM+;100;50;27.685198068618774;0.10603362137735614;5000;0.5;0.5;2;2.5
coKNN;10;500;0.11520719528198242;0.10457106060148649;5000;0.5;0.5;2;2.5
NcoK KM;10;500;72.24960207939148;0.10791724594782129;5000;0.5;0.5;2;2.5
NcoK KM+;10;500;72.10035347938538;0.11043943281687361;5000;0.5;0.5;2;2.5
coKNN;5;1000;0.08668732643127441;0.10602246879435916;5000;0.5;0.5;2;2.5
NcoK KM;5;1000;159.30277395248413;0.10332240100278706;5000;0.5;0.5;2;2.5
NcoK KM+;5;1000;162.3164029121399;0.10430861699728482;5000;0.5;0.5;2;2.5
coK;5000;1;3.533521890640259;0.10389203013645401;5000;0.5;0.5;2;2.5
coKNN;1000;5;13.719667196273804;0.1269471755464935;5000;0.5;0.5;2;2.5
NcoK KM;1000;5;49.29440641403198;0.12726520319770487;5000;0.5;0.5;2;2.5
NcoK KM+;1000;5;46.903303384780884;0.12723092717445847;5000;0.5;0.5;2;2.5
coKNN;500;10;3.614809036254883;0.12693704032892936;5000;0.5;0.5;2;2.5
NcoK KM;500;10;27.632184505462646;0.12523228142910553;5000;0.5;0.5;2;2.5
NcoK KM+;500;10;27.90030550956726;0.12988057966350378;5000;0.5;0.5;2;2.5
coKNN;100;50;0.4554722309112549;0.12703662085282244;5000;0.5;0.5;2;2.5
NcoK KM;100;50;27.562342405319214;0.12610764969723637;5000;0.5;0.5;2;2.5
NcoK KM+;100;50;27.577295541763306;0.1332288462676209;5000;0.5;0.5;2;2.5
coKNN;10;500;0.12018465995788574;0.12997035984590025;5000;0.5;0.5;2;2.5
NcoK KM;10;500;72.20945477485657;0.12474563898705954;5000;0.5;0.5;2;2.5
NcoK KM+;10;500;72.3172767162323;0.12899646882496218;5000;0.5;0.5;2;2.5
coKNN;5;1000;0.07962989807128906;0.1298892268817426;5000;0.5;0.5;2;2.5
NcoK KM;5;1000;158.09765148162842;0.12691166082714736;5000;0.5;0.5;2;2.5
NcoK KM+;5;1000;159.79893946647644;0.12524386873555052;5000;0.5;0.5;2;2.5
coK;5000;1;3.480414390563965;0.12693529215857186;5000;0.5;0.5;2;2.5
coKNN;1000;5;13.649579048156738;0.13236533512672197;5000;0.5;0.5;2;2.5
NcoK KM;1000;5;47.00121831893921;0.13266552837789544;5000;0.5;0.5;2;2.5
NcoK KM+;1000;5;47.28496837615967;0.1338916105680233;5000;0.5;0.5;2;2.5
coKNN;500;10;3.5819737911224365;0.13236150297932106;5000;0.5;0.5;2;2.5
NcoK KM;500;10;28.169073820114136;0.136942884941069;5000;0.5;0.5;2;2.5
NcoK KM+;500;10;27.962249040603638;0.1322469476267307;5000;0.5;0.5;2;2.5
coKNN;100;50;0.43789219856262207;0.13239027979589507;5000;0.5;0.5;2;2.5
NcoK KM;100;50;27.884873151779175;0.13550677577366607;5000;0.5;0.5;2;2.5
NcoK KM+;100;50;30.14502739906311;0.13491961958220725;5000;0.5;0.5;2;2.5
coKNN;10;500;0.10926675796508789;0.13518100537618039;5000;0.5;0.5;2;2.5
NcoK KM;10;500;72.46755051612854;0.1299487859054669;5000;0.5;0.5;2;2.5
NcoK KM+;10;500;72.447829246521;0.13782571136478053;5000;0.5;0.5;2;2.5
coKNN;5;1000;0.08346915245056152;0.1436665215919341;5000;0.5;0.5;2;2.5
NcoK KM;5;1000;159.06766033172607;0.13179794003076664;5000;0.5;0.5;2;2.5
NcoK KM+;5;1000;159.03260827064514;0.13449240560467243;5000;0.5;0.5;2;2.5
coK;5000;1;3.4658806324005127;0.13236602442524711;5000;0.5;0.5;2;2.5
coKNN;1000;5;13.514962911605835;0.12405588169873062;5000;0.5;0.5;2;2.5
NcoK KM;1000;5;46.41801047325134;0.12557629742987178;5000;0.5;0.5;2;2.5
NcoK KM+;1000;5;46.0684130191803;0.12367983097411227;5000;0.5;0.5;2;2.5
coKNN;500;10;3.61666202545166;0.12405335894364532;5000;0.5;0.5;2;2.5
NcoK KM;500;10;27.865859985351562;0.12436212862170748;5000;0.5;0.5;2;2.5
NcoK KM+;500;10;27.81697106361389;0.12429235789525116;5000;0.5;0.5;2;2.5
coKNN;100;50;0.4479668140411377;0.12399334736873814;5000;0.5;0.5;2;2.5
NcoK KM;100;50;26.946368932724;0.12904656785139418;5000;0.5;0.5;2;2.5
NcoK KM+;100;50;27.106295585632324;0.12559686853623536;5000;0.5;0.5;2;2.5
coKNN;10;500;0.10866260528564453;0.1249124120499985;5000;0.5;0.5;2;2.5
NcoK KM;10;500;72.11892867088318;0.12518300829594722;5000;0.5;0.5;2;2.5
NcoK KM+;10;500;72.13383650779724;0.13003076099817673;5000;0.5;0.5;2;2.5
coKNN;5;1000;0.07955241203308105;0.1253733844704872;5000;0.5;0.5;2;2.5
NcoK KM;5;1000;159.65954279899597;0.12222666781491799;5000;0.5;0.5;2;2.5
NcoK KM+;5;1000;159.50238919258118;0.12448506105846276;5000;0.5;0.5;2;2.5
coK;5000;1;3.552063465118408;0.12405460213846302;5000;0.5;0.5;2;2.5
coKNN;1000;5;13.70651650428772;0.12291111853649027;5000;0.5;0.5;2;2.5
NcoK KM;1000;5;46.383777141571045;0.12521626142907136;5000;0.5;0.5;2;2.5
NcoK KM+;1000;5;46.859933853149414;0.1228072293148322;5000;0.5;0.5;2;2.5
coKNN;500;10;3.625922918319702;0.12291276435958176;5000;0.5;0.5;2;2.5
NcoK KM;500;10;27.3366916179657;0.12161398659822696;5000;0.5;0.5;2;2.5
NcoK KM+;500;10;27.64892888069153;0.12261953645021709;5000;0.5;0.5;2;2.5
coKNN;100;50;0.4352576732635498;0.12297337261148407;5000;0.5;0.5;2;2.5
NcoK KM;100;50;27.1650812625885;0.12573119078386552;5000;0.5;0.5;2;2.5
NcoK KM+;100;50;27.134841203689575;0.1232461835028782;5000;0.5;0.5;2;2.5
coKNN;10;500;0.13197779655456543;0.12646093138576656;5000;0.5;0.5;2;2.5
NcoK KM;10;500;72.18357801437378;0.11876315583800737;5000;0.5;0.5;2;2.5
NcoK KM+;10;500;72.65021967887878;0.12131649217493629;5000;0.5;0.5;2;2.5
coKNN;5;1000;0.08337593078613281;0.13076121038954958;5000;0.5;0.5;2;2.5
NcoK KM;5;1000;158.4495701789856;0.12527293839507012;5000;0.5;0.5;2;2.5
NcoK KM+;5;1000;160.16764187812805;0.12214602462581839;5000;0.5;0.5;2;2.5
coK;5000;1;3.505276679992676;0.1229116889035655;5000;0.5;0.5;2;2.5
coKNN;1000;5;13.705947637557983;0.11845398213389836;5000;0.5;0.5;2;2.5
NcoK KM;1000;5;47.03385019302368;0.11900023696421365;5000;0.5;0.5;2;2.5
NcoK KM+;1000;5;46.55026888847351;0.11905065960470082;5000;0.5;0.5;2;2.5
coKNN;500;10;3.5845000743865967;0.11846259227946519;5000;0.5;0.5;2;2.5
NcoK KM;500;10;27.715617895126343;0.11777380879685362;5000;0.5;0.5;2;2.5
NcoK KM+;500;10;27.81343388557434;0.11751481637566426;5000;0.5;0.5;2;2.5
coKNN;100;50;0.4495675563812256;0.11855748258934784;5000;0.5;0.5;2;2.5
NcoK KM;100;50;27.52456545829773;0.11867550548924662;5000;0.5;0.5;2;2.5
NcoK KM+;100;50;27.469794273376465;0.11802171750706696;5000;0.5;0.5;2;2.5
coKNN;10;500;0.12292265892028809;0.11957476826307958;5000;0.5;0.5;2;2.5
NcoK KM;10;500;72.3435697555542;0.12499221542094607;5000;0.5;0.5;2;2.5
NcoK KM+;10;500;72.29920601844788;0.12219954369823498;5000;0.5;0.5;2;2.5
coKNN;5;1000;0.07877516746520996;0.12421602493018741;5000;0.5;0.5;2;2.5
NcoK KM;5;1000;159.19718384742737;0.12003182725935943;5000;0.5;0.5;2;2.5
NcoK KM+;5;1000;159.40495610237122;0.11918483055458415;5000;0.5;0.5;2;2.5
coK;5000;1;3.4798498153686523;0.1184513965574224;5000;0.5;0.5;2;2.5
coKNN;1000;5;14.095504522323608;0.12576029078892365;5000;0.5;0.5;2;2.5
NcoK KM;1000;5;46.8683602809906;0.1278348999353867;5000;0.5;0.5;2;2.5
NcoK KM+;1000;5;46.50081753730774;0.12503464509516826;5000;0.5;0.5;2;2.5
coKNN;500;10;3.6327075958251953;0.1257669090139523;5000;0.5;0.5;2;2.5
NcoK KM;500;10;28.25139284133911;0.1264334972986143;5000;0.5;0.5;2;2.5
NcoK KM+;500;10;30.385201692581177;0.1274932731097953;5000;0.5;0.5;2;2.5
coKNN;100;50;0.46498823165893555;0.1257618250111088;5000;0.5;0.5;2;2.5
NcoK KM;100;50;27.73496389389038;0.12406812326991443;5000;0.5;0.5;2;2.5
NcoK KM+;100;50;27.584757804870605;0.1240491254746817;5000;0.5;0.5;2;2.5
coKNN;10;500;0.1156153678894043;0.12489698073546344;5000;0.5;0.5;2;2.5
NcoK KM;10;500;72.45022535324097;0.12913023352610906;5000;0.5;0.5;2;2.5
NcoK KM+;10;500;73.06672525405884;0.12598705512222544;5000;0.5;0.5;2;2.5
coKNN;5;1000;0.08300542831420898;0.12810747335739514;5000;0.5;0.5;2;2.5
NcoK KM;5;1000;159.06325697898865;0.13492563406882735;5000;0.5;0.5;2;2.5
NcoK KM+;5;1000;158.71520733833313;0.13439583955502468;5000;0.5;0.5;2;2.5
coK;5000;1;3.4817757606506348;0.12575757478870803;5000;0.5;0.5;2;2.5
coKNN;1000;5;13.539373874664307;0.1169927491505982;5000;0.5;0.5;2;2.5
NcoK KM;1000;5;45.89609503746033;0.11823936512862095;5000;0.5;0.5;2;2.5
NcoK KM+;1000;5;46.845858573913574;0.11864177858493914;5000;0.5;0.5;2;2.5
coKNN;500;10;3.587886095046997;0.11699264458025714;5000;0.5;0.5;2;2.5
NcoK KM;500;10;28.11628484725952;0.11761151844945146;5000;0.5;0.5;2;2.5
NcoK KM+;500;10;27.593486309051514;0.11873547209842582;5000;0.5;0.5;2;2.5
coKNN;100;50;0.5178747177124023;0.11701345213744087;5000;0.5;0.5;2;2.5
NcoK KM;100;50;27.54452157020569;0.11842139584861362;5000;0.5;0.5;2;2.5
NcoK KM+;100;50;27.515836715698242;0.11720637323889033;5000;0.5;0.5;2;2.5
coKNN;10;500;0.10647964477539062;0.11727860117064345;5000;0.5;0.5;2;2.5
NcoK KM;10;500;72.18437671661377;0.11733165447279978;5000;0.5;0.5;2;2.5
NcoK KM+;10;500;73.72275424003601;0.12078294667664871;5000;0.5;0.5;2;2.5
coKNN;5;1000;0.07824444770812988;0.11920716220269673;5000;0.5;0.5;2;2.5
NcoK KM;5;1000;158.4477653503418;0.11759437431053646;5000;0.5;0.5;2;2.5
NcoK KM+;5;1000;180.04246258735657;0.11520323674785103;5000;0.5;0.5;2;2.5
coK;5000;1;5.640251159667969;0.11699316725342304;5000;0.5;0.5;2;2.5
coKNN;1000;5;15.162665843963623;0.1256067174461352;5000;0.5;0.5;2;2.5
NcoK KM;1000;5;47.43376612663269;0.12578066693463943;5000;0.5;0.5;2;2.5
NcoK KM+;1000;5;50.53520107269287;0.12560936652721622;5000;0.5;0.5;2;2.5
coKNN;500;10;3.6150829792022705;0.12558294809235732;5000;0.5;0.5;2;2.5
NcoK KM;500;10;27.984990119934082;0.12524808275263807;5000;0.5;0.5;2;2.5
NcoK KM+;500;10;27.984441995620728;0.12935326659279975;5000;0.5;0.5;2;2.5
coKNN;100;50;0.46855831146240234;0.12548899742890463;5000;0.5;0.5;2;2.5
NcoK KM;100;50;28.085158109664917;0.13013395346564804;5000;0.5;0.5;2;2.5
NcoK KM+;100;50;28.001007795333862;0.12571277905290415;5000;0.5;0.5;2;2.5
